destinasi,review,sentiment,text_cleaned,sent_num
Taman Lembah DEWATA,"Makan dan cuci mata, santai...",Positive,makan cuci mata santai,1.0
Taman Lembah DEWATA,Cocok untuk kumpul2 sekeluarga,Positive,cocok kumpul sekeluarga,1.0
Taman Lembah DEWATA,"Permainannya cukup banyak, ada kereta wara wiri, perahu, sepeda, scooter listrik, naik kuda, juga ada resto/cafe disini.",Positive,permainannya kereta wara wiri perahu sepeda scooter listrik kuda resto cafe,1.0
Taman Lembah DEWATA,"Bagus  tempat nya buat nyantai atau foto""",Positive,bagus nyantai foto,1.0
Taman Lembah DEWATA,"Bagus, wisata baru ala bali.. kurang stand makanan ala bali nya juga biar vibe nya lebih ""dewata""",Positive,bagus wisata ala bali kurang stand makanan ala bali biar vibe dewata,1.0
Taman Lembah DEWATA,"Semakin tertata dengan baik, tiket murah, cafe lumayan lengkap, ada sewa sepeda, perahu dan berkuda",Positive,tertata tiket murah cafe lumayan lengkap sewa sepeda perahu berkuda,1.0
Taman Lembah DEWATA,"Nyaman alami segar .cocok buat libur keluarga..
Parkir luas aman..
Tiket murah meriah..pokonya puas..",Positive,nyaman alami segar cocok libur keluarga parkir luas aman tiket murah meriah pokoknya puas,1.0
Taman Lembah DEWATA,"Pesona alam di bawah kaki gunung tangkuban prahu di kabupaten Bandung, menawarkan keindahan yang luar biasa untuk di nikmati,,, yang suka selfi2 pas banget dah,,, kuliner nya enak2... Ga nyesel dah...",Positive,pesona alam kaki gunung tangkuban prahu kabupaten bandung menawarkan keindahan nikmati suka selfi pas banget deh kuliner enak menyesal deh,1.0
Taman Lembah DEWATA,"Tempat sudah bagus tapi masih ada pengunjung yang suka buang sampah sembarangan, padahal pengelola sudah menyediakan tong sampah.",Positive,bagus pengunjung suka buang sampah sembarangan pengelola menyediakan tong sampah,1.0
Taman Lembah DEWATA,Masih pembangunan blom rapi,Negative,pembangunan rapi,0.0
Taman Lembah DEWATA,Lumayan terjangkau masih dalam perbaikan,Positive,lumayan terjangkau perbaikan,1.0
Taman Lembah DEWATA,"Tempatnya enak buat yg cari kesunyian apalagi kalau weekday. Taman ini jg dilengkapi dng mushola, pokoknya nyamannn",Positive,tempatnya enak cari kesunyian weekday taman dilengkapi mushola pokoknya nyamannn,1.0
Taman Lembah DEWATA,tempatnya luas dan nyaman untuk anak dewasa sampai anak-anak.,Positive,tempatnya luas nyaman anak dewasa anak anak,1.0
Taman Lembah DEWATA,"enak sih luas tp ga banyak spot foto
Masuk 15rb
Motor 5rb",Negative,enak luas spot foto masuk ribu motor ribu,0.0
Taman Lembah DEWATA,"Destinasi baru sepertinya, dan sedang dalam pengembangan lebih lagi.",Positive,destinasi pengembangan,1.0
Taman Lembah DEWATA,"Suka banget, tempatnya indah, bersih, spot foto2nya banyak dan romantis, dan..... tiketnya bersahabat, pertahankan dan tingkatkan ya, biar pengunjungnya semakin banyak",Positive,suka banget tempatnya indah bersih spot fotonya romantis tiketnya bersahabat pertahankan tingkatkan ya biar pengunjungnya,1.0
Taman Lembah DEWATA,"Seru bisa sepedaan, ada sepeda air dan Perahu juga",Positive,seru sepedaan sepeda air perahu,1.0
Taman Lembah DEWATA,"bagus , bersih , masih sepi jd enak ð â¦",Positive,bagus bersih sepi enak ð â,1.0
Taman Lembah DEWATA,Tempat untuk merasakan suasana tenang dan udara dingin.. Tidak banyak pilihan hiburan di sini.. Lebih tepat untuk refreshing sejenak dari keramaian kota,Positive,merasakan suasana tenang udara dingin tidak pilihan hiburan refreshing keramaian kota,1.0
Taman Lembah DEWATA,Sejuk buat represing kekuarga..,Positive,sejuk represing kekuarga,1.0
Taman Lembah DEWATA,"Tempatnya bagus, cocok untuk rekreasi bareng keluarga ð â¦",Positive,tempatnya bagus cocok rekreasi bareng keluarga ð â,1.0
Taman Lembah DEWATA,Great! Lebih butuh tempat wisata alam spt ini. Rekomen. ð¬ð â¦,Positive,great butuh wisata alam rekomen ð ð â,1.0
Taman Lembah DEWATA,Ok juga buat foto2 dan olahraga kaki haha...,Positive,ok foto olahraga kaki haha,1.0
Taman Lembah DEWATA,Tempatnya bagus dan luas. Banyak pemandangan yang bisa memanjakan mata. Udara bersih. Letaknya yang berada di lembah agak sulit ditemukan jika berkendara dengan cepat.,Negative,tempatnya bagus luas pemandangan memanjakan mata udara bersih letaknya lembah sulit ditemukan berkendara cepat,0.0
Taman Lembah DEWATA,bagus tempatnya ..,Positive,bagus tempatnya,1.0
Taman Lembah DEWATA,Tempatnya nyaman.. Tidak terlalu bising asik buat bawa kluarga,Positive,tempatnya nyaman tidak bising asik bawa keluarga,1.0
Taman Lembah DEWATA,Pemandangannya bagus tp kurang luas,Positive,pemandangannya bagus kurang luas,1.0
Taman Lembah DEWATA,"Tracking keliling Danau / situ, bagus, ada sewa sepeda listrik, kuda, train, makan di tepi danau, cakep.",Positive,tracking keliling danau situ bagus sewa sepeda listrik kuda train makan tepi danau cakep,1.0
Taman Lembah DEWATA,Tempat enakeun buat niis.. sayangnya gak bisa bawa timbel,Positive,enakeun niis sayangnya bawa timbel,1.0
Taman Lembah DEWATA,"Saat ke sini kebetulan cuaca sedikit mendung jadi sejuk dan nyaman untuk foto, hanya saja..wahana wisata kereta cukup mahal.",Negative,cuaca mendung sejuk nyaman foto wahana wisata kereta mahal,0.0
Taman Lembah DEWATA,"Enak buat ngadem
Murah meriah
Tiket masuk hari minggu 15ribu
Tutupnya jam 18.00
Tp emang enak sore kalo kesini
Biar ga kepanasan",Positive,enak ngadem murah meriah tiket masuk minggu ribu tutupnya jam enak sore kalo kesini biar kepanasan,1.0
Taman Lembah DEWATA,"Bahasa penjaga tiketnya kurang baik,
Tolong d perbaiki lg",Negative,bahasa penjaga tiketnya kurang tolong perbaiki,0.0
Taman Lembah DEWATA,Taman Labirin dan danaunya indah ðð â¦,Positive,taman labirin danaunya indah ð ð â,1.0
Taman Lembah DEWATA,Tempatnya nyaman untuk liburan,Positive,tempatnya nyaman liburan,1.0
Taman Lembah DEWATA,"Tempat nya asri,adem... Cocok bawa main anak2.. Ada perahu,sepeda air,bisa naik kuda,banyak jajanan...",Positive,asri adem cocok bawa main anak perahu sepeda air kuda jajanan,1.0
Taman Lembah DEWATA,Bagus...udaranya segar...,Positive,bagus udaranya segar,1.0
Taman Lembah DEWATA,Lokasi wisata baru di Lembang. Sejuk dan bagus. Ada danau nya juga,Positive,lokasi wisata lembang sejuk bagus danau,1.0
Taman Lembah DEWATA,"Tempat wisatanya bagus,  sayang penjaga sewanya jutek. Tlg diedukasi lagi sama pemiliknya, bagaimana cara melayani costumer",Negative,wisatanya bagus sayang penjaga sewanya jutek tolong diedukasi pemiliknya melayani costumer,0.0
Taman Lembah DEWATA,"Keren, sejuk, bersih..",Positive,keren sejuk bersih,1.0
Taman Lembah DEWATA,Tempat yang bagus untuk acara gathering dan menyepi dr hiruk pikuk sehari2. Lebih bagus lagi jika fasilitasnya di perbanyak.,Positive,bagus acara gathering menyepi hiruk pikuk sehari bagus fasilitasnya perbanyak,1.0
Taman Lembah DEWATA,"Tempatnya bagus sih buat foto foto, pemandangan asri adem sejuk.",Positive,tempatnya bagus foto foto pemandangan asri adem sejuk,1.0
Taman Lembah DEWATA,Tempat wisata baru belum sepenuhnya komplit. Tiket masuk 10 ribu sudah termasuk minuman kemasan.,Positive,wisata sepenuhnya komplit tiket masuk ribu minuman kemasan,1.0
Taman Lembah DEWATA,"Tempatnya sangat asri, bagi yang ingin berekreasi bersama keluarga silakan kunjungi Lembah Dewata Lembang",Positive,tempatnya asri berekreasi keluarga silakan kunjungi lembah dewata lembang,1.0
Taman Lembah DEWATA,Murah meriah harga karcisnya cuma belum beres penataannya cukup romantis buat yang lagi pacaran,Positive,murah meriah harga karcisnya beres penataannya romantis pacaran,1.0
Taman Lembah DEWATA,Tempat rekreasi bersama keluarga tempatnya bagus cocok untuk anak dan orang dewasa buat photo photo keren banget,Positive,rekreasi keluarga tempatnya bagus cocok anak orang dewasa photo photo keren banget,1.0
Taman Lembah DEWATA,Msh perlu bnyk perbaikan.  Penjaga nya terlalu jutek.  Warung nya cuman 1. Sayang tmpt segitu gede nya..,Negative,perbaikan penjaga jutek warung cuman sayang segitu gede,0.0
Taman Lembah DEWATA,"Arena bermain luas, ada danau bisa sewa perahu. Ada penyewaan ð, sepeda, beca, cukup lengkap â¦",Positive,arena bermain luas danau sewa perahu penyewaan ð sepeda beca lengkap â,1.0
Taman Lembah DEWATA,Lumayan buat bawa main anak,Positive,lumayan bawa main anak,1.0
Taman Lembah DEWATA,Tempat nya luas buat wisata keluarga,Positive,luas wisata keluarga,1.0
Taman Lembah DEWATA,"Tempatnya belum seramai obyek wisata yg lain di Lembang...tapi asik buat santai bersama keluarga..ada beberapa wahana, tapi bayar lagi perwahananya",Positive,tempatnya seramai obyek wisata lembang asik santai keluarga wahana bayar perwahananya,1.0
Taman Lembah DEWATA,"Pemandangan indah, tapi banyak arena yang masih belum benar-benar optimal. Ada beberapa arena untuk anak yang cukup baik, tapi jaminan keselamatan belum benar-benar diperhatikan",Negative,pemandangan indah arena optimal arena anak jaminan keselamatan diperhatikan,0.0
Taman Lembah DEWATA,Bagus untuk poto2,Positive,bagus poto,1.0
Taman Lembah DEWATA,"Untuk yang sedang stress, coba datang ke tempat ini. Menenangkan hati.",Positive,stres coba menenangkan hati,1.0
Taman Lembah DEWATA,"Tempatnya luas, cocok untuk keluarga.",Positive,tempatnya luas cocok keluarga,1.0
Taman Lembah DEWATA,"Tempat nya enak banget untuk liburan anak"" dan keluarga",Positive,enak banget liburan anak keluarga,1.0
Taman Lembah DEWATA,Masih dalam taham pembangunan . Untuk saat ini masih banyak kekurangan.,Negative,taham pembangunan kekurangan,0.0
Taman Lembah DEWATA,Lumayanlah... Enak... Sejuk... Cuma kalo sewa sepeda gak bisa di tuker. Padahal rem nya gak jalan.,Negative,lumayanlah enak sejuk kalo sewa sepeda tuker rem jalan,0.0
Taman Lembah DEWATA,tempat yang bagus dan cocok untuk membawa keluarga,Positive,bagus cocok membawa keluarga,1.0
Gunung Putri Lembang,"jika ingin mencari sunrise dan city light Bandung saya rasa ini lokasi ini bagus.
Bagi yang hobi hiking tempat ini juga asyik.
Namun untuk camping keluarga saya tidak menyarankan karena fasilitas masih sangat kurang diantaranya toilet yang sangat tidak terawat. Dan sering kehabisan air.
Semoga ke depan nya ada perbaikan ya.
Karena toilet umum itu penting ð¥²",Negative,mencari sunrise city light bandung lokasi bagus hobi hiking asyik camping keluarga tidak menyarankan fasilitas kurang toilet tidak terawat kehabisan air semoga perbaikan ya toilet ð ²,0.0
Gunung Putri Lembang,"Best view untuk melihat sunrise dan suasana kota lembang ketika pagi hari. Viewnya fantastik. Nanjak dari tempat parkir ke atas juga mudah, jalanan sudah di cone block dan banyak lampunya. Di atas juga bisa camping dan ada yang menyewakan tenda juga. Tiket masuk 10k per orang. Kira2 15-20 menit dah sampai atas kalau jalan santai. Recomended banget",Positive,best view sunrise suasana kota lembang pagi viewnya fantastik nanjak parkir mudah jalanan cone block lampunya camping menyewakan tenda tiket masuk orang menit deh jalan santai recomended banget,1.0
Gunung Putri Lembang,"Salah satu tempat camp & hiking yang bagus.

Tiketnya ga terlalu mahal, bisa camping, parkir tersedia.

Track nya 1/2 paving, 1/2 tanah.
Toilet bersih (yang atas)
Ramai juga.

View nya bagus, City Light Bandung kalo malam & Sunrise kalo pagi.",Positive,salah camp hiking bagus tiketnya mahal camping parkir tersedia track paving tanah toilet bersih ramai view bagus city light bandung kalo malam sunrise kalo pagi,1.0
Gunung Putri Lembang,Pertama kali diajak ngecamp ya disini . Pengalaman yang tak bisa dilupakan . Harga tiket masuk yang cukup terjangkau .area parkir di bagian bawah dekat warung-warung . Jalan ke puncak gunung yg lumayan menanjak .jalan sudah dibuat setapak dan ada pegangan sehingga memudahkan kita untuk mendaki . Sebaiknya datang saat sore sehingga memudahkan untuk pendakian dan pembuatan tenda . Seaampainya diatas .aku dibuat takjub dengan pemandangan kota bandungsaat malam hari diatas gunung sangat menakjubkan .kegiatan dilanjutkan dengan makan-makan sambil bernyanyi ria . Udara cukup dingin dan dibuat terkagum lagi dengan pemandangan saat sunrise ð sangat membuat aku jatuh cinta dengan alam ciptaan Tuhan .,Positive,kali diajak ngecamp ya pengalaman tak dilupakan harga tiket masuk terjangkau area parkir warung warung jalan puncak gunung lumayan menanjak jalan setapak pegangan memudahkan mendaki sore memudahkan pendakian pembuatan tenda seaampainya diatas takjub pemandangan kota bandungsaat malam diatas gunung menakjubkan kegiatan dilanjutkan makan makan bernyanyi ria udara dingin terkagum pemandangan sunrise ð jatuh cinta alam ciptaan tuhan,1.0
Gunung Putri Lembang,"Capek sih awalnya nanjak, tp enak udh difasilitasin jalan yg di paving block n dipagar. Jdi nanjak dg aman dan nyaman. Lokasi 'Camping ground' nya beralaskan rumput n tanah (sama sekali g blok). Suasana malam bagus banget. Ngeliat k bawah pemandangan lampu2 rumah, ngeliat ke atas bintang2 btebaran. Tiket trjangkau Rp. 25K/org. Yg g bawa tenda n prlgkapannya, ad tmpat pnyewaannya. Worth It â¨",Positive,capek nanjak enak difasilitasin jalan paving block n dipagar nanjak aman nyaman lokasi camping ground beralaskan rumput n tanah blok suasana malam bagus banget pemandangan lampu rumah bintang btebaran tiket trjangkau rp orang bawa tenda n prlgkapannya tmpat pnyewaannya worth â,1.0
Gunung Putri Lembang,"Short hiking yg menyenangkan, mudah di capai ke puncak dengan pemandangan yg enao di mata, masuk bayar perborg hanya 10rb, plus parkir mobil 10rb, bisa camping pastinya krn banyak tempat landai ... Jumat dan Sabtu pastinya ramai yg hiking dan yg camping ...",Positive,short hiking menyenangkan mudah capai puncak pemandangan enao mata masuk bayar perborg ribu plus parkir mobil ribu camping pastinya landai jumat sabtu pastinya ramai hiking camping,1.0
Gunung Putri Lembang,"Bagi orang yang pertama kali mau ngecamp/hiking perjalannya agak menanjak awal"" untungnya jalnnya sudah di paping block, tetapi d atasnya masih jalan alas tanah, terakhir sedang pembangunan tangga hingga sampai puncak gunung, cocok juga untuk healing pemandangannya sangat bagus di malam hari dan juga saat sunrise top poll ð
Semoga kedepannya gunung putri semakin bagus ðð

*Terimakasih untuk orang-orang yang waktu itu sudah menyempatkan waktu ngecamp ceria, dan terimakasih juga untuk warung pojok sudah boleh ngetem lama ð¤£ dan juga makannya murah"" loh d warung ibu pojok ðð¤",Positive,orang kali ngecamp hiking perjalannya menanjak untungnya jalnnya paping block atasnya jalan alas tanah pembangunan tangga puncak gunung cocok healing pemandangannya bagus malam sunrise top poll ð semoga kedepannya gunung putri bagus ð ð terimakasih orang orang menyempatkan ngecamp ceria terimakasih warung pojok ngetem ð makannya murah loh warung pojok ð ð,1.0
Gunung Putri Lembang,"Lumyan untuk track hiking ringan, yang menarik justru reruntuhan benteng Jayagiri dan hutan pinusnya.

Dari benteng Jayagiri masuk hutan pinus arah sadawana di tengah ketemu warung tengah hutan, makan murmer.

Ada tiga macam nasi, hitam, merah dan putih. Nasi sekenyangnya harganya tetap dihitung 5K, pilihan lauk lumayan variatif, ada ikan asin dan sambal goang.

Pokonya habis capai hiking, trail, atau off road paling maknyus makan ditengah hutan.

Indomie rebus plus telur, desertnya!",Positive,lumyan track hiking ringan menarik reruntuhan benteng jayagiri hutan pinusnya benteng jayagiri masuk hutan pinus arah sadawana ketemu warung hutan makan murah meriah nasi hitam merah putih nasi sekenyangnya harganya dihitung pilihan lauk lumayan variatif ikan asin sambal goang pokoknya habis capai hiking trail off road maknyus makan ditengah hutan indomie rebus plus telur desertnya,1.0
Gunung Putri Lembang,"Lokasi camping yang cukup strategis dan cocok utk bawa keluarga. Lokasinya gak jauh dari kota, trus lokasi camping dari tempat parkir juga sangat dekat, cuma naik sedikit gak nyampe 5 menit. Camping groundnya bersih dan rapih. Pemandangannya siang dan malam sama sama bagus. Karna udara di lembang juga dingin, menambah sejuknya pemandangan alam. Dilokasi camping tersedia beberapa toilet dan mushola. Biaya masuk camping cuma 20rb per orang. Pokoknya seru lah camping disini. Recommended!",Positive,lokasi camping strategis cocok bawa keluarga lokasinya kota lokasi camping parkir menit camping groundnya bersih rapi pemandangannya siang malam bagus udara lembang dingin menambah sejuknya pemandangan alam dilokasi camping tersedia toilet mushola biaya masuk camping ribu orang pokoknya seru camping recommended,1.0
Gunung Putri Lembang,"hiking menanjak 10 menit tapi dapat view seindah ini dengan harga tiket murah meriah, enaknya camp hari jumat karna gak terlalu ramai jadi gak perlu antri-antri di toilet, suhu malam hari 16Â°-18Â°C",Positive,hiking menanjak menit view seindah harga tiket murah meriah enaknya camp jumat ramai antri antri toilet suhu malam â â,1.0
Gunung Putri Lembang,"Asik buat hiking, bisa tembus kemana mana, sampe jungle milk jayagiri terakhir saya hiking... Gunung putri sendiri banyak spot camping. Ada tanah lapang bisa buat botram, buat yg ga mau camping, waktu itu saya streaming live nonton moto gp ð, masih da signal buat provider telkomsel... Masuk 10rb, parkir 5rb... Untuk camping beda lagi harganya...
Camping aman, ada warung dibawah, klo kehabisan makanan bisa juga ke pasar lembang deket... ð
Cocok banget buat yg pengen liburan santai bukan yg survival type ya...",Positive,asik hiking tembus kemana jungle milk jayagiri hiking gunung putri spot camping tanah lapang botram camping streaming live menonton moto gp ð dah signal provider telkomsel masuk ribu parkir ribu camping beda harganya camping aman warung dibawah kalo kehabisan makanan pasar lembang ð cocok banget pengin liburan santai bukan survival type ya,1.0
Gunung Putri Lembang,Worth it banget healing ke sini... nyampe jam 4 pagi dan cuaca lagi dingin dinginnya karena lagi hujan ð.  Seneng bgt. Buat ngecamp juga asyik bgt cuma kalo yang gakuat dingin ga disaranin ð¬ â¦,Positive,worth banget healing jam pagi cuaca dingin dinginnya hujan ð senang banget ngecamp asyik banget kalo enggak kuat dingin disaranin ð â,1.0
Gunung Putri Lembang,Enak banget bawa anak2 ke sini. Jalannya sudah diberi paving Block sampai blok A jadi nyaman. Sudah ada toilet dan mushola. Ga ada pungli juga. Di bagian puncak ada tugu dan sudah ada penangkal petir. Pemandangan paling enak dilihat di pagi hari. Ada sunrise dan ada lautan awan. Malem jg ada pemandangan city light. Kalau bawa anak2 baiknya ngecamp di tengah jangan di pinggir karena di pinggir itu lahannya terbuka dan langsung ke jurang.,Positive,enak banget bawa anak jalannya paving block blok a nyaman toilet mushola pungli puncak tugu penangkal petir pemandangan enak pagi sunrise lautan awan malam pemandangan city light bawa anak baiknya ngecamp jangan pinggir pinggir lahannya terbuka langsung jurang,1.0
Gunung Putri Lembang,"Ada toilet tapi kurang banyak jadi antriannya panjang ð dan airnya sering habis. Tiket 22rb, parkir motor 10rb, parkir motor dan mobil luas.
Cocok yg pengen healing atau belajar bushcraft. Adem dan syahdu â¦",Negative,toilet kurang antriannya ð airnya habis tiket ribu parkir motor ribu parkir motor mobil luas cocok pengin healing belajar bushcraft adem syahdu â,0.0
Gunung Putri Lembang,"Bagus bgt tempat nya, Cocok buat Camping ceria bareng temen atau keluarga, tracking tidak terlalu curam ada tangga nya, di atas ada tempat sholat, toilet tapi sayangnya toilet yg di puncak udh rusak gak ada air juga, gak terlalu dingin juga pas malam, bagus pemandangan nya gaes, tiket murah bgt worth it nih, semoga kedepannya ada pembaruan tempatnya biar makin menarik, aku naik motor dari Pakisjaya Karawang sampe ke gn.putri Lembang, eh tapi jalan nya nanjak bgt motorku ngeden gaes soalnya berdua naik beatð saran aja kalo mau kesini minimal n-max pcx, aerox, klx dan sejenisnya, sayang motor beat sama Scoopy mah gak kuat nanjak wkwk apalagi berdua trus bawa logistik, tenda, carrier, wah tapi seru bgt gaes ngecamp disini tuh, next time kesini lagi dah, Ini pengalamanku tgl 21-22 Agustus 2022",Negative,bagus banget cocok camping ceria bareng teman keluarga tracking tidak curam tangga sholat toilet sayangnya toilet puncak rusak air dingin pas malam bagus pemandangan gaes tiket murah banget worth nih semoga kedepannya pembaruan tempatnya biar menarik motor pakisjaya karawang putri lembang eh jalan nanjak banget motorku ngeden gaes berdua beatð saran kalo kesini minimal n max pcx aerox klx sejenisnya sayang motor beat scoopy mah kuat nanjak wkwk berdua bawa logistik tenda carrier seru banget gaes ngecamp tuh next time kesini deh pengalamanku tanggal agustus,0.0
Gunung Putri Lembang,"Tempat kemah yang cukup ramai karena letaknya tidak terlalu jauh dari pusat kota Lembang, tempatnya tidak terlalu tinggi tapi view pegunungan+kota nya balance jadi cukup recommended untuk pemula. Saya kemah di gunung putri saat musim kemarau jadi hawanya sejuk bahkan cenderung biasa (suhu normal) menuju siang hari",Positive,kemah ramai letaknya tidak pusat kota lembang tempatnya tidak view pegunungan kota balance recommended pemula kemah gunung putri musim kemarau hawanya sejuk cenderung suhu normal siang,1.0
Gunung Putri Lembang,"Tempatnya indah untuk Melihat sunrise dan citylight Bandung di malam hari. Tiket cukup terjangkau, jalan lumayan terjal dan berbatu, tenpat bersih dan nyaman. Cocok untuk berlatih fisik sebelum hiking ke gunung yang lebih tinggi, kamar mandinya bersih dan terkadang airnya susah keluar. Juga kamar mandinya masih terbatas.",Negative,tempatnya indah sunrise citylight bandung malam tiket terjangkau jalan lumayan terjal berbatu tenpat bersih nyaman cocok berlatih fisik hiking gunung kamar mandinya bersih terkadang airnya susah kamar mandinya terbatas,0.0
Gunung Putri Lembang,"Tempat camping yang aksesnya sangat mudah dan dekat dengan kota. Namun, jalan menuju lokasi camping dari pintu masuk lumayan menguras tenaga. Terdapat pedagang sebelum pintu masuk. Biaya masuk masih terjangkau, parkir 10k dan biaya masuk 26.5k. Di area camping terdapat musola dan toilet. Saat itu, saya kehabisan air ketika akan solat subuh, mungkin bisa stok air sebelum tidur buat wudhu di pagi hari. Kalau cuaca lagi bagus, malam hari bisa lihat gemerlap lampu kota yang banyakkk banget, sementara itu pagi dan sore hari bisa lihat pemandangan sesar lembang yang menakjubkan.",Negative,camping aksesnya mudah kota jalan lokasi camping pintu masuk lumayan menguras tenaga pedagang pintu masuk biaya masuk terjangkau parkir biaya masuk area camping musola toilet kehabisan air solat subuh stok air tidur wudhu pagi cuaca bagus malam lihat gemerlap lampu kota banyakkk banget pagi sore lihat pemandangan sesar lembang menakjubkan,0.0
Gunung Putri Lembang,"Gunung Putri adalah tempat bagi para org yang ga mau cape kalau mau naek gunung tapi pengen liat pemandangan yang amazing

Bandung dari sini keliatan super duper edan lah keren pisan

Tempat camping enakeun

Semua berasa bagus lah walapun harus nanjak dulu",Positive,gunung putri orang capek gunung pengin lihat pemandangan amazing bandung super duper edan keren pisan camping enakeun berasa bagus walapun nanjak,1.0
Gunung Putri Lembang,"Lokasi puncak nya tidak jauh dari lokasi tempat bayar tiket, cocok untuk pendaki pemula maupun yg hobi berkemah dikarenakan tempat nya enak, banyak warung"" yg berjualan dgn harga murah, ada mushola enak, ada kamar mandi bersih , tersedia alat"" camping yg bisa disewa, lokasi nya cukup luas dan bukan itu"" aja, jika anda tertarik mengexplore anda akan menumakan banyak hal",Positive,lokasi puncak tidak lokasi bayar tiket cocok pendaki pemula hobi berkemah enak warung berjualan harga murah mushola enak kamar mandi bersih tersedia alat camping disewa lokasi luas bukan tertarik mengexplore menumakan,1.0
Gunung Putri Lembang,"Mudah dijangkau, lokasi cukup bagus buat kemping dengan track menuju camping ground yang lumayan menanjak, , toilet ada di tiap kemping ground, sayang musholla kurang terawat dan banyak anak muda yang berisik banget, sampai malem pada berisik, tidak menghormati pengunjung lain...",Negative,mudah dijangkau lokasi bagus kemping track camping ground lumayan menanjak toilet kemping ground sayang musholla kurang terawat anak muda berisik banget malam berisik tidak menghormati pengunjung,0.0
Gunung Putri Lembang,"Sangat seru ngecamp disini,, pemandangannya keren, udar sejuk & segar,, pokoknya amazing menghabiskan malam tahun baru disini, tapi sayang air di toilet habis , hanya toilet atas yg berfungsi,, semoga bisa segera diperbaiki..",Negative,seru ngecamp pemandangannya keren udar sejuk segar pokoknya amazing menghabiskan malam sayang air toilet habis toilet berfungsi semoga diperbaiki,0.0
Gunung Putri Lembang,"Catching sunrise tp nginepnya di kota. Brangkat jam 3 pagi dari kota bandung. Titik sesuai map. Dijamin ga macet kalo jam 3. Gampang naiknya, ga begitu jauh dari parkiran. City car masih bisa naik, ga begitu terjal jalannya. Kereen. Best view pas summer ya.",Positive,catching sunrise nginepnya kota brangkat jam pagi kota bandung titik sesuai map dijamin macet kalo jam gampang naiknya parkiran city car terjal jalannya keren best view pas summer ya,1.0
Gunung Putri Lembang,"Belum sempat camping dsini.. jd cuma ngejar sunrise aja.. dtg jam 6 tp udah terang bgt.. tracking nya ga terlalu jauh cm sekitar 10mnt, tp lumayan nanjak.. view nya masya allah luar biasa sekali..",Positive,camping ngejar sunrise jam terang banget tracking lumayan nanjak view masya allah,1.0
Gunung Putri Lembang,"Tampat nya oke banget , akses jalan bagus , udah pake tangga juga . Jalan kaki beberapa menit udah nyampe di area camp . Cocok buat liburan keluarga .
Klo cuaca nya cerah bisa liat citylight dimalam hari and lautan awan di pagi hari nya",Positive,tampat oke banget akses jalan bagus pakai tangga jalan kaki menit area camp cocok liburan keluarga kalo cuaca cerah lihat citylight dimalam and lautan awan pagi,1.0
Gunung Putri Lembang,"Camping dsni atau cuma skdar main ajh..cocok bgt k tempat ini Krn view ny bs liat sunrise(liat matahari terbit) dan city light,lampu lampu kota lembang..",Positive,camping skdar main cocok banget view lihat sunrise lihat matahari terbit city light lampu lampu kota lembang,1.0
Gunung Putri Lembang,"Tempat yang bagus sekali untuk camping maupun hiking bersama pasangan ataupun keluarga. Fasilitas dan sarana prasarana sangat memadai. Area parkir, tempat makan, toilet umum dan spot foto tersedia di tempat ini. Meskipun kadang ramai sekali ketika waktu camping bersamaan dengan hari libur. Sunset dan sunrise nya sungguh menawan. Pemandangan Kota Bandung dan Kecamatan Lembang terhampar di bawah. Tiket masuk relatif terjangkau dan letak tidak jauh dari Jalan Provinsi. Sangat direkomendasikan untuk dikunjungi.",Positive,bagus camping hiking pasangan keluarga fasilitas sarana prasarana memadai area parkir makan toilet spot foto tersedia kadang ramai camping bersamaan libur sunset sunrise sungguh menawan pemandangan kota bandung kecamatan lembang terhampar tiket masuk relatif terjangkau letak tidak jalan provinsi direkomendasikan dikunjungi,1.0
Gunung Putri Lembang,"ini gunung tapi masih santai naik nya jalanan nya udh bata. yang mau nikmatin city light kesini deh bagus bgt view nya sampe"" udh yg ke-3 kalinya kesini xixi untuk biaya masuk 22ribu. trs buat kamar mandi nya ada di atas kebersihan lumayan sih and bayar 2ribu. disini blm ada listrik tpi klo mau charger handphone bisa diwarung sambil jajan hehe",Positive,gunung santai jalanan bata menikmati city light kesini deh bagus banget view kalinya kesini xixi biaya masuk ribu kamar mandi kebersihan lumayan and bayar ribu listrik kalo charger handphone diwarung jajan hehe,1.0
Gunung Putri Lembang,"ng Camp ceriaaaa,,dengan pemandangan indah dari atas gunung, suasana yang sejuk,tiket masuk 22rb perorang, parkir20rb untuk yg ng camp,fasilitas musola dan toilet tersedia, jika siang hari tidak terlalu panas sebab banyak pohon2,jarak dr parkiran ke tempat camp jalan nanjakk sekitar kurleb 500m.saran sedikit untuk menyediakan tempat wudu terpisah dengan toilet agar tidak ngantri.",Positive,ng camp ceriaaaa pemandangan indah gunung suasana sejuk tiket masuk ribu perorang parkirrb ng camp fasilitas musola toilet tersedia siang tidak panas pohon jarak parkiran camp jalan nanjakk kurleb saran menyediakan wudu terpisah toilet tidak mengantri,1.0
Gunung Putri Lembang,"Tempat buat camping ceria, spot view nya bagus banget, ada bunker zaman dulu peninggalan Belanda, ada toilet juga cocok buat camping bersama keluarga atau bawa anak anak. Open Job n endorse follow my Instagram: dianakyora18",Positive,camping ceria spot view bagus banget bunker zaman peninggalan belanda toilet cocok camping keluarga bawa anak anak open job n endorse follow my instagram dianakyora,1.0
